table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s)
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Self-employed - working 30 hours per week or more,87,50,37,2,2,11,15,36,19,4,24,18,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Self-employed - working between 8 and 29 hours per week,41,20,22,4,4,5,3,7,14,8,10,17,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,NET: Not working,940,409,530,139,104,82,57,87,140,434,237,215,176,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Not working but seeking work or temporarily unemployed or sick,103,51,52,13,13,29,15,19,22,4,6,12,24,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Not working and not seeking work,113,50,63,6,4,9,15,34,38,12,10,7,16,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2150,1051,1099,297,260,359,333,370,310,481,585,606,436,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Student,131,49,83,113,79,17,-,-,1,-,49,35,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Retired on a state pension only,117,38,79,-,-,-,-,-,-,117,9,15,16,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,Retired with a private pension,358,203,155,-,-,-,1,4,58,294,149,128,53,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 104,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 1st to 3rd May 2020,"House person, housewife, househusband, etc.",118,19,99,7,7,27,26,30,20,7,14,18,35,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,NET: Working,1191,628,563,141,141,291,253,281,174,51,325,393,264,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,NET: Employed,1048,546,502,136,136,272,231,231,142,35,292,349,225,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Working full time working 30 hours per week or more,836,487,348,110,110,232,195,185,97,16,246,283,184,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Working part-time working between 8 and 29 hours per week,212,58,154,26,26,41,36,47,45,19,46,66,41,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,NET: Self-employed,143,82,61,5,5,18,22,50,31,16,33,43,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Self-employed - working 30 hours per week or more,104,63,40,2,2,14,16,42,19,11,23,32,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Self-employed - working between 8 and 29 hours per week,40,19,21,3,3,5,6,7,13,5,10,12,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,NET: Not working,924,406,518,151,109,62,75,82,131,423,250,204,165,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Not working but seeking work or temporarily unemployed or sick,68,39,29,11,11,12,15,19,9,1,8,10,9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Not working and not seeking work,114,58,56,4,4,7,19,32,41,11,7,9,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Student,160,68,92,135,93,19,5,2,-,-,65,55,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Retired on a state pension only,126,40,86,-,-,-,-,1,-,125,15,11,25,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,Retired with a private pension,337,184,154,-,-,-,-,9,52,276,139,104,68,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 133,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 12th to 15th June 2020,"House person, housewife, househusband, etc.",120,18,102,1,1,24,35,20,29,9,15,15,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,NET: Working,1218,658,561,143,141,307,254,283,173,60,345,397,269,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,NET: Employed,1108,586,522,135,134,290,238,257,135,52,325,363,236,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Working full time working 30 hours per week or more,890,527,363,107,107,257,190,223,94,19,266,312,179,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Working part-time working between 8 and 29 hours per week,218,59,159,28,27,33,48,34,40,34,58,51,57,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,NET: Self-employed,110,72,39,7,7,16,16,25,38,7,21,33,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Self-employed - working 30 hours per week or more,71,55,15,3,3,13,12,18,23,1,10,19,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Self-employed - working between 8 and 29 hours per week,40,16,24,4,4,3,4,7,15,6,11,14,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,NET: Not working,946,401,545,156,122,55,81,90,139,425,243,214,170,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Not working but seeking work or temporarily unemployed or sick,77,47,31,16,16,19,16,18,7,2,4,9,15,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Not working and not seeking work,98,54,44,7,7,12,16,23,29,10,8,8,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Student,147,49,98,133,100,10,3,-,1,-,50,52,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Retired on a state pension only,113,24,89,-,-,-,2,1,-,110,11,13,18,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,Retired with a private pension,374,211,163,-,-,-,-,5,72,297,153,114,71,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 143,"Please indicate which of the following best describes your working status before March 2020 (Pre-Covid 19), taking into account any changes due to the impact of the Coronavirus pandemic",ONLINE Fieldwork: 19th to 21st June 2020,"House person, housewife, househusband, etc.",136,15,121,-,-,13,45,42,30,5,17,18,41,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
