start_date,end_date,question,response,total,male,female,16-24,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),3,2,1,0,1,0,2,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,3,1,0,2,0,0,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,3,2,2,2,2,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Community radio,4,4,0,0,0,2,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,UTV,4,1,3,0,1,1,1,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV Wales,4,1,3,2,1,0,1,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Podcasts,5,2,2,0,1,2,1,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp group(s),5,3,2,0,1,4,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,RTÉ,1,1,0,0,0,0,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),5,2,3,1,1,1,2,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,0,0,1,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Apple iMessage,1,1,0,0,1,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,3,2,0,0,1,3,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Unweighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Traditional media,381,192,190,70,121,108,79,74
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,73,25,48,16,19,15,17,22
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Other online news sources,21,8,13,5,11,3,2,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Closed groups,13,10,3,2,5,4,2,3
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),19,12,6,4,9,7,1,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),38,22,16,3,11,11,5,11
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Social Media,73,44,29,12,26,25,7,14
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Officials,181,84,97,39,67,56,32,27
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Newspapers (printed and online),45,23,22,4,18,13,10,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: BBC services,286,146,140,52,99,80,54,53
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,124,63,62,20,27,36,35,27
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Broadcasters,354,173,181,68,113,98,75,69
2020-05-22,2020-05-24,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1507,730,777,173,390,423,312,383
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Magazines,6,4,2,0,3,2,0,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Family and friends directly,70,22,48,16,19,15,17,19
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Advertising,8,5,3,4,2,3,0,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 4,27,12,14,5,6,10,6,5
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Official scientists,29,18,11,3,9,9,6,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Twitter,30,20,11,7,14,9,3,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook,36,21,16,2,10,11,4,11
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Radio,46,26,20,7,13,18,8,6
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV,48,22,26,8,9,13,17,10
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,24,11,13,3,5,8,3,8
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Sky,54,32,21,5,11,17,17,9
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Online/ app,76,40,37,20,32,26,10,8
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,90,38,53,20,32,28,16,15
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - TV,225,116,109,37,73,56,47,49
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Unweighted base,2058,1020,1038,259,580,540,420,518
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,70,28,42,19,35,15,7,12
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Instagram,8,4,4,1,2,3,1,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Search engine (e.g. Google),24,10,14,3,5,7,6,6
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,21,9,12,5,10,7,2,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,People in your local area/neighbourhood,8,6,1,0,2,2,1,3
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,5,3,2,3,1,3,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 5,9,7,2,0,1,2,5,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook messenger,9,7,2,2,3,1,2,3
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Other,10,6,4,2,2,5,2,
2020-05-22,2020-05-24,altered_behaviour_over_last_week,STV,10,5,6,2,2,2,2,5
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),21,11,10,3,11,5,4,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Email,13,11,2,3,6,4,1,2
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,15,7,8,1,6,7,2,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,17,4,12,5,8,3,2,3
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,1006,1051,281,564,584,415,494
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Commercial Radio,17,12,5,3,2,6,5,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,YouTube,17,14,3,3,5,4,3,5
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp,17,11,6,4,9,6,1,1
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,18,5,13,4,8,4,3,4
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,13,4,9,0,6,6,1,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - TV,225,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,124,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Online/ app,76,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp group(s),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Podcasts,5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV Wales,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,UTV,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Community radio,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Snapchat,3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,2,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,S4C,2,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Cool FM,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,RTÉ,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,90,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Online/ app,76,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Family and friends directly,70,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,15,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Email,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Magazines,6,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,STV,10,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook messenger,9,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 5,9,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,People in your local area/neighbourhood,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Advertising,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Instagram,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Other,10,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - TV,225,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,70,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Apple iMessage,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,18,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Search engine (e.g. Google),24,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,24,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 4,27,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Twitter,30,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook,36,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Radio,46,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV,48,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Sky,54,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,90,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Official scientists,29,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,YouTube,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,73,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1507,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Broadcasters,354,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Commercial Radio,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: BBC services,286,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Traditional media,381,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Newspapers (printed and online),45,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Social Media,73,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),38,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),19,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Closed groups,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Other online news sources,21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Officials,181,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Traditional media,381,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,15,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Email,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,STV,10,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Commercial Radio,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Other,10,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 5,9,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,People in your local area/neighbourhood,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Advertising,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Instagram,8,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook messenger,9,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,YouTube,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp,17,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Unweighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Family and friends directly,70,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,70,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Sky,54,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV,48,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC - Radio,46,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Facebook,36,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Twitter,30,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Official scientists,29,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Channel 4,27,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local council website/ email/ text/ post,24,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Search engine (e.g. Google),24,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian ( online ),21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Magazines,6,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from World Health Organisation (WHO) website/ email/ text/ post,18,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Celebrity and/or social media influencer,5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Apple iMessage,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,BBC Alba,0,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,None of them have made me alter my behaviour,1507,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Broadcasters,354,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Non-BBC broadcasters,124,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: BBC services,286,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Officials,181,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Social Media,73,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Facebook (Facebook and Facebook Messenger),38,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: WhatsApp (WhatsApp and WhatsApp groups),19,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Closed groups,13,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Other online news sources,21,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Newspapers (printed and online),45,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,NET: Family/friends/ local ppl,73,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,WhatsApp group(s),5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,RTÉ,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Podcasts,5,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,ITV Wales,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,UTV,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Weighted base,2058,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Community radio,4,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,“Red-top tabloids” such as The Sun or Mirror ( online ),3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Northern Ireland Government website/ email/ text/ post,3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Snapchat,3,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Direct from Wales Government website/ email/ text/ post,2,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,S4C,2,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,Cool FM,1,0,0,0,0,0,0,0
2020-05-22,2020-05-24,altered_behaviour_over_last_week,"Smart speaker (e.g. Amazon Echo, Google Home)",4,0,0,0,0,0,0,0
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from Local health service website/ email/ text/ post,21,6,14,4,4,6,3,8
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Email,14,8,6,3,6,4,2,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",18,10,7,6,7,4,3,4
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,WhatsApp,18,10,8,1,5,4,2,6
2020-05-29,2020-05-31,altered_behaviour_over_last_week,People in your local area/neighbourhood,17,5,11,4,6,5,2,4
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Commercial Radio,15,9,6,0,3,5,3,4
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Instagram,13,7,5,6,3,3,2,5
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Advertising,9,1,8,5,2,4,1,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,STV,11,3,8,2,0,3,1,7
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Facebook messenger,10,6,4,2,4,3,1,3
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Snapchat,10,4,6,6,5,3,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Channel 5,10,5,5,1,1,5,3,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,WhatsApp group(s),9,7,3,1,3,2,2,2
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Broadsheets” such as The Times or Guardian,7,5,2,0,3,1,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from Scotland Government website/ email/ text/ post,21,8,14,0,8,4,0,9
2020-05-29,2020-05-31,altered_behaviour_over_last_week,“Mid-market tabloids” such as MailOnline or Express ( online ),12,6,6,2,5,4,1,1
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Official scientists,22,8,13,2,5,3,10,4
2020-05-29,2020-05-31,altered_behaviour_over_last_week,BBC - Online/ app,95,49,46,24,37,33,15,10
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Websites or apps that bring together news from different news providers,24,13,11,10,10,4,7,3
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Unweighted base,2069,990,1079,252,541,586,451,491
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Weighted base,2072,1011,1061,285,565,590,421,497
2020-05-29,2020-05-31,altered_behaviour_over_last_week,BBC - TV,242,102,140,54,67,67,50,59
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from UK Government website/ email/ text/ post,87,42,45,14,29,21,20,18
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Family and friends directly,84,40,45,24,21,24,18,21
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Direct from NHS website/ email/ text/ post,69,37,33,20,22,18,12,17
2020-05-29,2020-05-31,altered_behaviour_over_last_week,ITV,57,27,29,11,13,11,20,12
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Search engine (e.g. Google),23,9,14,4,9,3,6,5
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Sky,51,30,21,10,10,15,12,14
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Facebook,41,21,20,5,9,16,8,7
2020-05-29,2020-05-31,altered_behaviour_over_last_week,Twitter,31,22,9,8,9,7,8,7
