table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,,,,,,,,,,,,,0.9,0.76,0.76,0.68,0.71,0.87,0.79,0.67,0.79,0.87,0.87,0.86,0.96,0.92,1.02,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,23,359,304,355,45,244,61,591,184,77,15,8,,,,,,,,,,,,,,,,,39,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,23,369,295,352,46,232,68,586,180,73,13,7,,,,,,,,,,,,,,,,,40,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,166,72,133,19,90,38,310,50,58,12,5,,,,,,,,,,,,,,,,,10,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,26,5,16,1,12,11,98,12,23,7,4,,,,,,,,,,,,,,,,,-,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,140,67,117,18,78,28,212,39,35,5,1,,,,,,,,,,,,,,,,,10,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,5,166,152,167,14,104,27,223,89,14,1,2,,,,,,,,,,,,,,,,,18,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,31,61,44,8,31,2,42,32,2,-,-,,,,,,,,,,,,,,,,,9,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,6,10,8,4,7,1,11,8,-,-,-,,,,,,,,,,,,,,,,,3,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,37,71,52,12,38,3,52,40,2,-,-,,,,,,,,,,,,,,,,,12,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.32,3.4,2.99,3.25,3.08,3.24,3.66,3.59,3.07,4.08,4.45,4.22,,,,,,,,,,,,,,,,,2.87,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.08,0.8,0.8,0.81,1.04,0.86,0.83,0.91,0.91,0.77,0.68,0.95,,,,,,,,,,,,,,,,,0.9,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,1168,439,601,594,50,33,22,261,90,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,118,119,72,268,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,1159,427,583,595,50,35,18,254,91,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,112,122,72,257,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,838,351,468,417,34,31,14,193,61,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,83,59,25,175,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,309,132,173,148,11,9,3,71,22,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,2,25,12,7,38,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,4,528,218,295,269,23,22,11,122,40,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,59,47,18,137,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,3,231,55,92,140,14,5,4,48,24,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,27,41,33,68,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,2,65,16,15,28,1,-,-,11,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,19,12,10,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,25,5,8,10,*,-,-,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,2,2,4,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,90,21,24,38,2,-,-,12,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,21,14,14,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Mean,3.89,4.07,4.04,3.87,3.85,4.11,3.95,3.99,3.82,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.58,4.27,3.95,3.39,3.22,3.76,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,0.94,0.83,0.83,0.9,0.83,0.62,0.67,0.83,0.95,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.57,0.74,0.73,0.94,0.94,0.81,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,,,,,,,,,,,,,78,246,65,97,325,,149,153,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,88,31,12,35,427,58,30,11,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,,,,,,,,,,,,,79,250,61,93,323,,143,159,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,93,29,12,34,423,56,28,10,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,,,,,,,,,,,,,26,125,26,83,293,,115,137,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,17,7,17,322,52,23,9,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,,,,,,,,,,,,,7,30,5,45,180,,56,70,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,3,9,149,35,10,4,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,4,,,,,,,,,,,,,19,95,21,38,113,,59,67,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,13,4,8,173,17,13,5,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,3,,,,,,,,,,,,,28,96,31,3,26,,24,20,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,37,10,4,17,76,2,4,-,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,2,,,,,,,,,,,,,15,23,2,4,3,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,2,1,-,13,-,1,1,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,,,,,,,,,,,,,10,6,2,3,1,,1,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,-,-,-,12,2,-,-,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,,,,,,,,,,,,,24,29,4,7,5,,4,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,2,1,-,25,2,1,1,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,,,,,,,,,,,2.99,3.48,3.42,4.27,4.44,,4.16,4.29,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.78,3.66,3.7,3.79,4.03,4.49,4.17,4.2,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,,,,,,,,,,,,,1.14,0.9,0.81,0.96,0.72,,0.83,0.73,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.04,0.82,0.94,0.87,0.95,0.84,0.77,0.89,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,493,268,130,37,153,122,97,72,20,306,256,371,50,182,69,513,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,496,261,139,46,163,131,102,76,22,314,245,367,52,187,74,515,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,64,57,30,11,51,38,30,22,7,135,75,132,22,77,33,290,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,22,9,5,3,13,18,11,8,4,33,11,17,6,16,9,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,4,,,,,,,,,,,,,,,,,,,,,,42,49,25,8,38,20,19,14,3,102,65,115,16,61,24,197,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,3,,,,,,,,,,,,,,,,,,,,,,222,122,53,14,87,58,43,29,6,143,117,180,24,78,35,176,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,2,,,,,,,,,,,,,,,,,,,,,,144,68,45,12,20,21,14,18,7,29,49,46,5,23,5,47,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,66,13,11,9,5,14,14,7,1,7,4,9,1,9,-,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,210,82,56,21,25,35,28,25,8,36,53,55,6,32,5,49,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,,,,,,,,,,,,,,,,,,,,2.61,2.89,2.77,2.65,3.21,3.06,2.99,2.99,3.09,3.39,3.12,3.23,3.4,3.28,3.5,3.64,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,0.97,0.88,0.96,1.19,0.87,1.13,1.16,1.1,1.25,0.88,0.84,0.82,0.91,0.95,0.81,0.89,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,10,2,,,,,,,,,,,,,,,,,36,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,10,2,,,,,,,,,,,,,,,,,39,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9,2,,,,,,,,,,,,,,,,,11,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,-,,,,,,,,,,,,,,,,,4,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2,,,,,,,,,,,,,,,,,7,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,-,-,,,,,,,,,,,,,,,,,21,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,,,,,,,,,,,,,,,,,8,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,,,,,,,,,,,,,,,,,-,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,-,,,,,,,,,,,,,,,,,8,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.21,4,,,,,,,,,,,,,,,,,3.2,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.08,-,,,,,,,,,,,,,,,,,0.89,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,1270,457,550,606,50,36,42,253,112,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,6,114,147,82,257,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,1286,464,556,624,54,36,37,258,117,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,6,117,159,99,241,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,888,330,418,445,45,32,30,203,78,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,6,77,71,45,176,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,308,118,142,135,19,11,12,65,27,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,*,2,24,17,10,39,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,4,580,212,276,311,26,21,18,137,51,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,4,53,54,35,137,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,3,277,106,96,149,8,4,5,51,33,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,-,32,57,33,58,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,2,87,20,27,23,-,1,1,4,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,7,23,17,5,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,34,9,15,7,-,-,1,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,7,4,1,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,122,29,42,30,-,1,1,4,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,9,30,21,7,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Mean,3.81,3.88,3.9,3.87,4.19,4.14,4.11,4.02,3.82,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3.95,4.41,3.77,3.32,3.31,3.86,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.96,0.9,0.93,0.83,0.69,0.7,0.83,0.73,0.9,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0.84,0.54,0.89,1,1,0.72,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,,,,,,,,,,,,,97,280,66,117,295,,110,120,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,106,40,10,34,346,52,24,9,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,,,,,,,,,,,,,104,292,65,118,290,,109,120,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,115,44,9,37,345,49,20,10,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,,,,,,,,,,,,,30,155,34,95,264,,92,105,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,40,25,9,28,234,48,19,6,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,,,,,,,,,,,,,11,23,8,44,161,,43,42,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,5,10,106,26,13,1,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,4,,,,,,,,,,,,,19,131,26,51,104,,49,63,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,30,15,4,18,129,23,5,5,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,3,,,,,,,,,,,,,33,113,25,13,18,,13,12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,34,14,-,9,74,1,1,2,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,2,,,,,,,,,,,,,31,15,6,6,3,,1,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,25,5,-,1,22,-,1,1,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,,,,,,,,,,,,,10,9,1,4,5,,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,-,-,-,14,-,-,-,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,,,,,,,,,,,,,42,24,7,10,7,,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,41,5,-,1,37,-,1,1,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,,,,,,,,,,,,2.88,3.5,3.52,4.06,4.42,,4.16,4.16,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.94,3.66,4.56,3.99,3.84,4.5,4.55,3.76,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,,,,,,,,,,,,,1.14,0.83,0.87,0.99,0.79,,0.91,0.82,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.18,0.97,0.53,0.76,1.06,0.55,0.74,0.84,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,552,276,161,61,207,142,101,92,21,339,290,358,60,247,67,594,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,558,291,177,76,205,154,115,97,24,348,280,346,54,246,67,601,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,87,79,36,17,77,51,28,27,15,176,94,132,25,91,38,346,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,15,13,11,5,21,10,8,7,4,35,13,17,4,22,11,92,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,4,,,,,,,,,,,,,,,,,,,,,,72,66,25,12,56,41,20,20,11,141,82,115,21,69,27,254,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,3,,,,,,,,,,,,,,,,,,,,,,241,134,74,28,90,66,57,42,7,140,127,167,21,120,21,203,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,2,,,,,,,,,,,,,,,,,,,,,,170,66,49,26,34,31,24,20,2,28,51,36,6,26,8,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
